no,item,attempts
19684,oak_leaves,19
19685,oak_leaves,21
19686,oak_leaves,27
19687,oak_leaves,24
19688,oak_leaves,17
19689,oak_leaves,16
19690,oak_leaves,24
19691,oak_leaves,28
19692,oak_leaves,22
19693,oak_leaves,38
19694,oak_leaves,18
19695,oak_leaves,21
19696,oak_leaves,25
19697,oak_leaves,29
19698,oak_leaves,21
19699,oak_leaves,25
19700,oak_leaves,30
19701,oak_leaves,22
19702,oak_leaves,17
19703,oak_leaves,16
19704,oak_leaves,16
19705,oak_leaves,13
19706,oak_leaves,8
19707,oak_leaves,23
19708,oak_leaves,11
19709,oak_leaves,23
19710,oak_leaves,16
19711,oak_leaves,31
19712,oak_leaves,28
19713,oak_leaves,17
19714,oak_leaves,15
19715,oak_leaves,42
19716,oak_leaves,20
19717,oak_leaves,46
19718,oak_leaves,24
19719,oak_leaves,19
19720,oak_leaves,20
19721,oak_leaves,12
19722,oak_leaves,17
19723,oak_leaves,18
19724,oak_leaves,25
19725,oak_leaves,25
19726,oak_leaves,13
19727,oak_leaves,13
19728,oak_leaves,28
19729,oak_leaves,25
19730,oak_leaves,21
19731,oak_leaves,18
19732,oak_leaves,21
19733,oak_leaves,10
19734,oak_leaves,22
19735,oak_leaves,18
19736,oak_leaves,23
19737,oak_leaves,21
19738,oak_leaves,34
19739,oak_leaves,27
19740,oak_leaves,18
19741,oak_leaves,17
19742,oak_leaves,10
19743,oak_leaves,27
19744,oak_leaves,24
19745,oak_leaves,20
19746,oak_leaves,31
19747,oak_leaves,19
19748,oak_leaves,17
19749,oak_leaves,15
19750,oak_leaves,12
19751,oak_leaves,12
19752,oak_leaves,11
19753,oak_leaves,18
19754,oak_leaves,24
19755,oak_leaves,16
19756,oak_leaves,15
19757,oak_leaves,22
19758,oak_leaves,11
19759,oak_leaves,35
19760,oak_leaves,22
19761,oak_leaves,25
19762,oak_leaves,27
19763,oak_leaves,9
19764,oak_leaves,20
19765,oak_leaves,14
19766,oak_leaves,12
19767,oak_leaves,21
19768,oak_leaves,18
19769,oak_leaves,23
19770,oak_leaves,24
19771,oak_leaves,10
19772,oak_leaves,39
19773,oak_leaves,17
19774,oak_leaves,21
19775,oak_leaves,17
19776,oak_leaves,25
19777,oak_leaves,20
19778,oak_leaves,22
19779,oak_leaves,28
19780,oak_leaves,20
19781,oak_leaves,15
19782,oak_leaves,41
19783,oak_leaves,18
19784,oak_leaves,18
19785,oak_leaves,20
19786,oak_leaves,28
19787,oak_leaves,20
19788,oak_leaves,16
19789,oak_leaves,18
19790,oak_leaves,18
19791,oak_leaves,16
19792,oak_leaves,14
19793,oak_leaves,20
19794,oak_leaves,23
19795,oak_leaves,16
19796,oak_leaves,18
19797,oak_leaves,14
19798,oak_leaves,15
19799,oak_leaves,39
19800,oak_leaves,23
19801,oak_leaves,23
19802,oak_leaves,19
19803,oak_leaves,14
19804,oak_leaves,20
19805,oak_leaves,19
19806,oak_leaves,21
19807,oak_leaves,23
19808,oak_leaves,15
19809,oak_leaves,12
19810,oak_leaves,21
19811,oak_leaves,18
19812,oak_leaves,24
19813,oak_leaves,15
19814,oak_leaves,20
19815,oak_leaves,14
19816,oak_leaves,8
19817,oak_leaves,17
19818,oak_leaves,37
19819,oak_leaves,21
19820,oak_leaves,16
19821,oak_leaves,14
19822,oak_leaves,14
19823,oak_leaves,25
19824,oak_leaves,27
19825,oak_leaves,12
19826,oak_leaves,24
19827,oak_leaves,21
19828,oak_leaves,14
19829,oak_leaves,16
19830,oak_leaves,14
19831,oak_leaves,26
19832,oak_leaves,15
19833,oak_leaves,18
19834,oak_leaves,31
19835,oak_leaves,22
19836,oak_leaves,21
19837,oak_leaves,21
19838,oak_leaves,27
19839,oak_leaves,20
19840,oak_leaves,41
19841,oak_leaves,35
19842,oak_leaves,27
19843,oak_leaves,11
19844,oak_leaves,23
19845,oak_leaves,18
19846,oak_leaves,23
19847,oak_leaves,15
19848,oak_leaves,24
19849,oak_leaves,12
19850,oak_leaves,16
19851,oak_leaves,16
19852,oak_leaves,25
19853,oak_leaves,20
19854,oak_leaves,22
19855,oak_leaves,17
19856,oak_leaves,16
19857,oak_leaves,17
19858,oak_leaves,31
19859,oak_leaves,34
19860,oak_leaves,25
19861,oak_leaves,38
19862,oak_leaves,19
19863,oak_leaves,16
19864,oak_leaves,16
19865,oak_leaves,30
19866,oak_leaves,25
19867,oak_leaves,11
19868,oak_leaves,18
19869,oak_leaves,31
19870,oak_leaves,21
19871,oak_leaves,18
19872,oak_leaves,18
19873,oak_leaves,15
19874,oak_leaves,16
19875,oak_leaves,26
19876,oak_leaves,37
19877,oak_leaves,15
19878,oak_leaves,15
19879,oak_leaves,21
19880,oak_leaves,21
19881,oak_leaves,24
19882,oak_leaves,13
19883,oak_leaves,28
19884,oak_leaves,23
19885,oak_leaves,19
19886,oak_leaves,10
19887,oak_leaves,25
19888,oak_leaves,12
19889,oak_leaves,27
19890,oak_leaves,16
19891,oak_leaves,11
19892,oak_leaves,27
19893,oak_leaves,14
19894,oak_leaves,11
19895,oak_leaves,23
19896,oak_leaves,12
19897,oak_leaves,18
19898,oak_leaves,15
19899,oak_leaves,15
19900,oak_leaves,10
19901,oak_leaves,27
19902,oak_leaves,28
19903,oak_leaves,15
19904,oak_leaves,12
19905,oak_leaves,35
19906,oak_leaves,24
19907,oak_leaves,22
19908,oak_leaves,39
19909,oak_leaves,23
19910,oak_leaves,17
19911,oak_leaves,12
19912,oak_leaves,24
19913,oak_leaves,16
19914,oak_leaves,24
19915,oak_leaves,16
19916,oak_leaves,21
19917,oak_leaves,16
19918,oak_leaves,11
19919,oak_leaves,19
19920,oak_leaves,18
19921,oak_leaves,12
19922,oak_leaves,23
19923,oak_leaves,24
19924,oak_leaves,23
19925,oak_leaves,19
19926,oak_leaves,24
19927,oak_leaves,23
19928,oak_leaves,15
19929,oak_leaves,16
19930,oak_leaves,17
19931,oak_leaves,19
19932,oak_leaves,17
19933,oak_leaves,16
19934,oak_leaves,11
19935,oak_leaves,15
19936,oak_leaves,31
19937,oak_leaves,20
19938,oak_leaves,23
19939,oak_leaves,24
19940,oak_leaves,23
19941,oak_leaves,25
19942,oak_leaves,23
19943,oak_leaves,17
19944,oak_leaves,33
19945,oak_leaves,26
19946,oak_leaves,20
19947,oak_leaves,11
19948,oak_leaves,16
19949,oak_leaves,27
19950,oak_leaves,16
19951,oak_leaves,16
19952,oak_leaves,9
19953,oak_leaves,15
19954,oak_leaves,27
19955,oak_leaves,14
19956,oak_leaves,31
19957,oak_leaves,26
19958,oak_leaves,25
19959,oak_leaves,26
19960,oak_leaves,27
19961,oak_leaves,24
19962,oak_leaves,19
19963,oak_leaves,21
19964,oak_leaves,26
19965,oak_leaves,26
19966,oak_leaves,26
19967,oak_leaves,29
19968,oak_leaves,33
19969,oak_leaves,29
19970,oak_leaves,17
19971,oak_leaves,30
19972,oak_leaves,20
19973,oak_leaves,15
19974,oak_leaves,20
19975,oak_leaves,17
19976,oak_leaves,20
19977,oak_leaves,11
19978,oak_leaves,30
19979,oak_leaves,25
19980,oak_leaves,24
19981,oak_leaves,30
19982,oak_leaves,20
19983,oak_leaves,17
19984,oak_leaves,18
19985,oak_leaves,23
19986,oak_leaves,18
19987,oak_leaves,14
19988,oak_leaves,20
19989,oak_leaves,15
19990,oak_leaves,17
19991,oak_leaves,26
19992,oak_leaves,17
19993,oak_leaves,20
19994,oak_leaves,9
19995,oak_leaves,22
19996,oak_leaves,11
19997,oak_leaves,16
19998,oak_leaves,13
19999,oak_leaves,22
20000,oak_leaves,16
20001,oak_leaves,18
20002,oak_leaves,27
20003,oak_leaves,12
20004,oak_leaves,22
20005,oak_leaves,38
20006,oak_leaves,28
20007,oak_leaves,14
20008,oak_leaves,12
20009,oak_leaves,18
20010,oak_leaves,13
20011,oak_leaves,17
20012,oak_leaves,22
20013,oak_leaves,12
20014,oak_leaves,22
20015,oak_leaves,25
20016,oak_leaves,14
20017,oak_leaves,13
20018,oak_leaves,17
20019,oak_leaves,13
20020,oak_leaves,19
20021,oak_leaves,15
20022,oak_leaves,23
20023,oak_leaves,30
20024,oak_leaves,10
20025,oak_leaves,21
20026,oak_leaves,14
20027,oak_leaves,17
20028,oak_leaves,27
20029,oak_leaves,12
20030,oak_leaves,13
20031,oak_leaves,13
20032,oak_leaves,18
20033,oak_leaves,51
20034,oak_leaves,28
20035,oak_leaves,22
20036,oak_leaves,32
20037,oak_leaves,31
20038,oak_leaves,21
20039,oak_leaves,31
20040,oak_leaves,11
20041,oak_leaves,15
20042,oak_leaves,19
20043,oak_leaves,12
20044,oak_leaves,22
20045,oak_leaves,18
20046,oak_leaves,16
20047,oak_leaves,22
20048,oak_leaves,26
20049,oak_leaves,28
20050,oak_leaves,18
20051,oak_leaves,26
20052,oak_leaves,30
20053,oak_leaves,23
20054,oak_leaves,14
20055,oak_leaves,25
20056,oak_leaves,14
20057,oak_leaves,17
20058,oak_leaves,21
20059,oak_leaves,26
20060,oak_leaves,21
20061,oak_leaves,15
20062,oak_leaves,24
20063,oak_leaves,19
20064,oak_leaves,14
20065,oak_leaves,29
20066,oak_leaves,17
20067,oak_leaves,11
20068,oak_leaves,24
20069,oak_leaves,22
20070,oak_leaves,24
20071,oak_leaves,23
20072,oak_leaves,25
20073,oak_leaves,30
20074,oak_leaves,19
20075,oak_leaves,21
20076,oak_leaves,29
20077,oak_leaves,24
20078,oak_leaves,18
20079,oak_leaves,12
20080,oak_leaves,25
20081,oak_leaves,12
20082,oak_leaves,15
20083,oak_leaves,27
20084,oak_leaves,28
20085,oak_leaves,27
20086,oak_leaves,9
20087,oak_leaves,12
20088,oak_leaves,17
20089,oak_leaves,42
20090,oak_leaves,16
20091,oak_leaves,25
20092,oak_leaves,9
20093,oak_leaves,20
20094,oak_leaves,21
20095,oak_leaves,33
20096,oak_leaves,16
20097,oak_leaves,15
20098,oak_leaves,15
20099,oak_leaves,16
20100,oak_leaves,16
20101,oak_leaves,26
20102,oak_leaves,10
20103,oak_leaves,20
20104,oak_leaves,30
20105,oak_leaves,28
20106,oak_leaves,13
20107,oak_leaves,24
20108,oak_leaves,23
20109,oak_leaves,17
20110,oak_leaves,12
20111,oak_leaves,13
20112,oak_leaves,12
20113,oak_leaves,13
20114,oak_leaves,16
20115,oak_leaves,26
20116,oak_leaves,28
20117,oak_leaves,17
20118,oak_leaves,14
20119,oak_leaves,25
20120,oak_leaves,14
20121,oak_leaves,37
20122,oak_leaves,14
20123,oak_leaves,8
20124,oak_leaves,17
20125,oak_leaves,26
20126,oak_leaves,33
20127,oak_leaves,25
20128,oak_leaves,18
20129,oak_leaves,15
20130,oak_leaves,15
20131,oak_leaves,15
20132,oak_leaves,24
20133,oak_leaves,26
20134,oak_leaves,32
20135,oak_leaves,19
20136,oak_leaves,15
20137,oak_leaves,30
20138,oak_leaves,19
20139,oak_leaves,23
20140,oak_leaves,15
20141,oak_leaves,13
20142,oak_leaves,15
20143,oak_leaves,19
20144,oak_leaves,15
20145,oak_leaves,20
20146,oak_leaves,11
20147,oak_leaves,16
20148,oak_leaves,30
20149,oak_leaves,13
20150,oak_leaves,31
20151,oak_leaves,33
20152,oak_leaves,21
20153,oak_leaves,12
20154,oak_leaves,21
20155,oak_leaves,15
20156,oak_leaves,23
20157,oak_leaves,18
20158,oak_leaves,26
20159,oak_leaves,13
20160,oak_leaves,27
20161,oak_leaves,38
20162,oak_leaves,19
20163,oak_leaves,19
20164,oak_leaves,35
20165,oak_leaves,13
20166,oak_leaves,23
20167,oak_leaves,34
20168,oak_leaves,32
20169,oak_leaves,26
20170,oak_leaves,18
20171,oak_leaves,22
20172,oak_leaves,35
20173,oak_leaves,12
20174,oak_leaves,22
20175,oak_leaves,17
20176,oak_leaves,24
20177,oak_leaves,25
20178,oak_leaves,17
20179,oak_leaves,17
20180,oak_leaves,27
20181,oak_leaves,18
20182,oak_leaves,21
20183,oak_leaves,12
20184,oak_leaves,43
20185,oak_leaves,21
20186,oak_leaves,20
20187,oak_leaves,13
20188,oak_leaves,27
20189,oak_leaves,30
20190,oak_leaves,11
20191,oak_leaves,22
20192,oak_leaves,19
20193,oak_leaves,22
20194,oak_leaves,24
20195,oak_leaves,37
20196,oak_leaves,21
20197,oak_leaves,17
20198,oak_leaves,24
20199,oak_leaves,9
20200,oak_leaves,24
20201,oak_leaves,25
20202,oak_leaves,37
20203,oak_leaves,12
20204,oak_leaves,25
20205,oak_leaves,34
20206,oak_leaves,17
20207,oak_leaves,13
20208,oak_leaves,27
20209,oak_leaves,31
20210,oak_leaves,23
20211,oak_leaves,26
20212,oak_leaves,19
20213,oak_leaves,16
20214,oak_leaves,22
20215,oak_leaves,19
20216,oak_leaves,15
20217,oak_leaves,24
20218,oak_leaves,35
20219,oak_leaves,19
20220,oak_leaves,24
20221,oak_leaves,25
20222,oak_leaves,13
20223,oak_leaves,18
20224,oak_leaves,19
20225,oak_leaves,16
20226,oak_leaves,21
20227,oak_leaves,24
20228,oak_leaves,12
20229,oak_leaves,19
20230,oak_leaves,19
20231,oak_leaves,31
20232,oak_leaves,24
20233,oak_leaves,27
20234,oak_leaves,16
20235,oak_leaves,36
20236,oak_leaves,23
20237,oak_leaves,21
20238,oak_leaves,20
20239,oak_leaves,34
20240,oak_leaves,26
20241,oak_leaves,9
20242,oak_leaves,25
20243,oak_leaves,30
20244,oak_leaves,22
20245,oak_leaves,21
20246,oak_leaves,22
20247,oak_leaves,43
20248,oak_leaves,27
20249,oak_leaves,30
20250,oak_leaves,18
20251,oak_leaves,25
20252,oak_leaves,26
20253,oak_leaves,15
20254,oak_leaves,11
20255,oak_leaves,19
20256,oak_leaves,28
20257,oak_leaves,13
20258,oak_leaves,20
20259,oak_leaves,23
20260,oak_leaves,29
20261,oak_leaves,15
20262,oak_leaves,15
20263,oak_leaves,14
20264,oak_leaves,18
20265,oak_leaves,13
20266,oak_leaves,27
20267,oak_leaves,19
20268,oak_leaves,20
20269,oak_leaves,23
20270,oak_leaves,29
20271,oak_leaves,25
20272,oak_leaves,21
20273,oak_leaves,22
20274,oak_leaves,21
20275,oak_leaves,16
20276,oak_leaves,20
20277,oak_leaves,13
20278,oak_leaves,20
20279,oak_leaves,23
20280,oak_leaves,28
20281,oak_leaves,22
20282,oak_leaves,20
20283,oak_leaves,18
20284,oak_leaves,22
20285,oak_leaves,20
20286,oak_leaves,28
20287,oak_leaves,21
20288,oak_leaves,19
20289,oak_leaves,26
20290,oak_leaves,15
20291,oak_leaves,25
20292,oak_leaves,15
20293,oak_leaves,29
20294,oak_leaves,21
20295,oak_leaves,16
20296,oak_leaves,20
20297,oak_leaves,39
20298,oak_leaves,13
20299,oak_leaves,34
20300,oak_leaves,18
20301,oak_leaves,25
20302,oak_leaves,20
20303,oak_leaves,21
20304,oak_leaves,12
20305,oak_leaves,9
20306,oak_leaves,16
20307,oak_leaves,19
20308,oak_leaves,32
20309,oak_leaves,29
20310,oak_leaves,15
20311,oak_leaves,23
20312,oak_leaves,27
20313,oak_leaves,15
20314,oak_leaves,26
20315,oak_leaves,13
20316,oak_leaves,20
20317,oak_leaves,21
20318,oak_leaves,15
20319,oak_leaves,16
20320,oak_leaves,19
20321,oak_leaves,14
20322,oak_leaves,12
20323,oak_leaves,25
20324,oak_leaves,14
20325,oak_leaves,23
20326,oak_leaves,18
20327,oak_leaves,19
20328,oak_leaves,22
20329,oak_leaves,28
20330,oak_leaves,18
20331,oak_leaves,26
20332,oak_leaves,21
20333,oak_leaves,15
20334,oak_leaves,24
20335,oak_leaves,16
20336,oak_leaves,22
20337,oak_leaves,27
20338,oak_leaves,20
20339,oak_leaves,23
20340,oak_leaves,17
20341,oak_leaves,17
20342,oak_leaves,20
20343,oak_leaves,18
20344,oak_leaves,24
20345,oak_leaves,23
20346,oak_leaves,18
20347,oak_leaves,15
20348,oak_leaves,14
20349,oak_leaves,25
20350,oak_leaves,13
20351,oak_leaves,13
20352,oak_leaves,20
20353,oak_leaves,13
20354,oak_leaves,18
20355,oak_leaves,14
20356,oak_leaves,28
20357,oak_leaves,23
20358,oak_leaves,17
20359,oak_leaves,21
20360,oak_leaves,32
20361,oak_leaves,19
20362,oak_leaves,16
20363,oak_leaves,33
20364,oak_leaves,26
20365,oak_leaves,24
20366,oak_leaves,10
20367,oak_leaves,22
20368,oak_leaves,36
20369,oak_leaves,23
20370,oak_leaves,17
20371,oak_leaves,13
20372,oak_leaves,14
20373,oak_leaves,31
20374,oak_leaves,19
20375,oak_leaves,35
20376,oak_leaves,19
20377,oak_leaves,22
20378,oak_leaves,19
20379,oak_leaves,9
20380,oak_leaves,14
20381,oak_leaves,20
20382,oak_leaves,33
20383,oak_leaves,50
20384,oak_leaves,19
20385,oak_leaves,14
20386,oak_leaves,38
20387,oak_leaves,24
20388,oak_leaves,20
20389,oak_leaves,22
20390,oak_leaves,32
20391,oak_leaves,30
20392,oak_leaves,21
20393,oak_leaves,21
20394,oak_leaves,14
20395,oak_leaves,23
20396,oak_leaves,18
20397,oak_leaves,17
20398,oak_leaves,26
20399,oak_leaves,20
20400,oak_leaves,29
20401,oak_leaves,31
20402,oak_leaves,23
20403,oak_leaves,20
20404,oak_leaves,14
20405,oak_leaves,19
20406,oak_leaves,13
20407,oak_leaves,12
20408,oak_leaves,24
20409,oak_leaves,15
20410,oak_leaves,16
20411,oak_leaves,35
20412,oak_leaves,20
20413,oak_leaves,26
20414,oak_leaves,24
20415,oak_leaves,28
20416,oak_leaves,21
20417,oak_leaves,15
20418,oak_leaves,25
20419,oak_leaves,18
20420,oak_leaves,18
20421,oak_leaves,22
20422,oak_leaves,16
20423,oak_leaves,15
20424,oak_leaves,29
20425,oak_leaves,12
20426,oak_leaves,15
20427,oak_leaves,17
20428,oak_leaves,33
20429,oak_leaves,15
20430,oak_leaves,24
20431,oak_leaves,13
20432,oak_leaves,18
20433,oak_leaves,23
20434,oak_leaves,31
20435,oak_leaves,18
20436,oak_leaves,16
20437,oak_leaves,13
20438,oak_leaves,32
20439,oak_leaves,17
20440,oak_leaves,21
20441,oak_leaves,25
20442,oak_leaves,18
20443,oak_leaves,31
20444,oak_leaves,30
20445,oak_leaves,14
20446,oak_leaves,11
20447,oak_leaves,27
20448,oak_leaves,25
20449,oak_leaves,15
20450,oak_leaves,28
20451,oak_leaves,17
20452,oak_leaves,29
20453,oak_leaves,22
20454,oak_leaves,24
20455,oak_leaves,21
20456,oak_leaves,24
20457,oak_leaves,27
20458,oak_leaves,34
20459,oak_leaves,15
20460,oak_leaves,19
20461,oak_leaves,17
20462,oak_leaves,23
20463,oak_leaves,28
20464,oak_leaves,25
20465,oak_leaves,13
20466,oak_leaves,23
20467,oak_leaves,16
20468,oak_leaves,23
20469,oak_leaves,12
20470,oak_leaves,21
20471,oak_leaves,21
20472,oak_leaves,22
20473,oak_leaves,27
20474,oak_leaves,31
20475,oak_leaves,22
20476,oak_leaves,35
20477,oak_leaves,18
20478,oak_leaves,13
20479,oak_leaves,30
20480,oak_leaves,25
20481,oak_leaves,28
20482,oak_leaves,18
20483,oak_leaves,17
20484,oak_leaves,25
20485,oak_leaves,32
20486,oak_leaves,24
20487,oak_leaves,20
20488,oak_leaves,18
20489,oak_leaves,11
20490,oak_leaves,14
20491,oak_leaves,31
20492,oak_leaves,16
20493,oak_leaves,19
20494,oak_leaves,11
20495,oak_leaves,18
20496,oak_leaves,23
20497,oak_leaves,28
20498,oak_leaves,25
20499,oak_leaves,20
20500,oak_leaves,13
20501,oak_leaves,23
20502,oak_leaves,14
20503,oak_leaves,20
20504,oak_leaves,17
20505,oak_leaves,18
20506,oak_leaves,16
20507,oak_leaves,20
20508,oak_leaves,14
20509,oak_leaves,13
20510,oak_leaves,39
20511,oak_leaves,18
20512,oak_leaves,23
20513,oak_leaves,22
20514,oak_leaves,21
20515,oak_leaves,21
20516,oak_leaves,28
20517,oak_leaves,12
20518,oak_leaves,15
20519,oak_leaves,22
20520,oak_leaves,21
20521,oak_leaves,13
20522,oak_leaves,20
20523,oak_leaves,22
20524,oak_leaves,8
20525,oak_leaves,24
20526,oak_leaves,16
20527,oak_leaves,26
20528,oak_leaves,30
20529,oak_leaves,13
20530,oak_leaves,10
20531,oak_leaves,17
20532,oak_leaves,12
20533,oak_leaves,24
20534,oak_leaves,26
20535,oak_leaves,22
20536,oak_leaves,29
20537,oak_leaves,19
20538,oak_leaves,22
20539,oak_leaves,23
20540,oak_leaves,19
20541,oak_leaves,27
20542,oak_leaves,17
20543,oak_leaves,17
20544,oak_leaves,12
20545,oak_leaves,15
20546,oak_leaves,29
20547,oak_leaves,21
20548,oak_leaves,15
20549,oak_leaves,37
20550,oak_leaves,25
20551,oak_leaves,22
20552,oak_leaves,9
20553,oak_leaves,15
20554,oak_leaves,32
20555,oak_leaves,21
20556,oak_leaves,18
20557,oak_leaves,10
20558,oak_leaves,23
20559,oak_leaves,29
20560,oak_leaves,23
20561,oak_leaves,13
20562,oak_leaves,21
20563,oak_leaves,17
20564,oak_leaves,21
20565,oak_leaves,23
20566,oak_leaves,9
20567,oak_leaves,21
20568,oak_leaves,17
20569,oak_leaves,27
20570,oak_leaves,39
20571,oak_leaves,11
20572,oak_leaves,21
20573,oak_leaves,44
20574,oak_leaves,15
20575,oak_leaves,27
20576,oak_leaves,17
20577,oak_leaves,19
20578,oak_leaves,12
20579,oak_leaves,29
20580,oak_leaves,16
20581,oak_leaves,17
20582,oak_leaves,22
20583,oak_leaves,27
20584,oak_leaves,27
20585,oak_leaves,32
20586,oak_leaves,26
20587,oak_leaves,20
20588,oak_leaves,12
20589,oak_leaves,17
20590,oak_leaves,20
20591,oak_leaves,18
20592,oak_leaves,16
20593,oak_leaves,28
20594,oak_leaves,15
20595,oak_leaves,29
20596,oak_leaves,22
20597,oak_leaves,16
20598,oak_leaves,17
20599,oak_leaves,15
20600,oak_leaves,29
20601,oak_leaves,17
20602,oak_leaves,12
20603,oak_leaves,17
20604,oak_leaves,23
20605,oak_leaves,20
20606,oak_leaves,14
20607,oak_leaves,28
20608,oak_leaves,27
20609,oak_leaves,9
20610,oak_leaves,24
20611,oak_leaves,15
20612,oak_leaves,18
20613,oak_leaves,24
20614,oak_leaves,22
20615,oak_leaves,23
20616,oak_leaves,25
20617,oak_leaves,20
20618,oak_leaves,21
20619,oak_leaves,17
20620,oak_leaves,10
20621,oak_leaves,37
20622,oak_leaves,23
20623,oak_leaves,19
20624,oak_leaves,20
20625,oak_leaves,23
20626,oak_leaves,20
20627,oak_leaves,22
20628,oak_leaves,21
20629,oak_leaves,32
20630,oak_leaves,28
20631,oak_leaves,25
20632,oak_leaves,26
20633,oak_leaves,20
20634,oak_leaves,11
20635,oak_leaves,20
20636,oak_leaves,31
20637,oak_leaves,29
20638,oak_leaves,17
20639,oak_leaves,31
20640,oak_leaves,12
20641,oak_leaves,22
20642,oak_leaves,16
20643,oak_leaves,17
20644,oak_leaves,14
20645,oak_leaves,20
20646,oak_leaves,19
20647,oak_leaves,33
20648,oak_leaves,37
20649,oak_leaves,22
20650,oak_leaves,18
20651,oak_leaves,35
20652,oak_leaves,17
20653,oak_leaves,12
20654,oak_leaves,16
20655,oak_leaves,20
20656,oak_leaves,14
20657,oak_leaves,18
20658,oak_leaves,25
20659,oak_leaves,16
20660,oak_leaves,13
20661,oak_leaves,13
20662,oak_leaves,23
20663,oak_leaves,23
20664,oak_leaves,21
20665,oak_leaves,13
20666,oak_leaves,27
20667,oak_leaves,29
20668,oak_leaves,9
20669,oak_leaves,17
20670,oak_leaves,27
20671,oak_leaves,20
20672,oak_leaves,22
20673,oak_leaves,21
20674,oak_leaves,12
20675,oak_leaves,18
20676,oak_leaves,33
20677,oak_leaves,17
20678,oak_leaves,15
20679,oak_leaves,18
20680,oak_leaves,18
20681,oak_leaves,19
20682,oak_leaves,16
20683,oak_leaves,29
20684,oak_leaves,29
20685,oak_leaves,32
20686,oak_leaves,19
20687,oak_leaves,10
20688,oak_leaves,28
20689,oak_leaves,26
20690,oak_leaves,26
20691,oak_leaves,15
20692,oak_leaves,18
20693,oak_leaves,26
20694,oak_leaves,21
20695,oak_leaves,18
20696,oak_leaves,28
20697,oak_leaves,29
20698,oak_leaves,21
20699,oak_leaves,31
20700,oak_leaves,33
20701,oak_leaves,21
20702,oak_leaves,29
20703,oak_leaves,22
20704,oak_leaves,9
20705,oak_leaves,15
20706,oak_leaves,37
20707,oak_leaves,24
20708,oak_leaves,19
20709,oak_leaves,22
20710,oak_leaves,19
20711,oak_leaves,16
20712,oak_leaves,15
20713,oak_leaves,17
20714,oak_leaves,14
20715,oak_leaves,22
20716,oak_leaves,14
20717,oak_leaves,16
20718,oak_leaves,24
20719,oak_leaves,32
20720,oak_leaves,34
20721,oak_leaves,11
20722,oak_leaves,18
20723,oak_leaves,24
20724,oak_leaves,14
20725,oak_leaves,26
20726,oak_leaves,14
20727,oak_leaves,12
20728,oak_leaves,18
20729,oak_leaves,36
20730,oak_leaves,18
20731,oak_leaves,16
20732,oak_leaves,34
20733,oak_leaves,31
20734,oak_leaves,11
20735,oak_leaves,14
20736,oak_leaves,16
20737,oak_leaves,34
20738,oak_leaves,12
20739,oak_leaves,28
20740,oak_leaves,17
20741,oak_leaves,28
20742,oak_leaves,15
20743,oak_leaves,16
20744,oak_leaves,18
20745,oak_leaves,18
20746,oak_leaves,27
20747,oak_leaves,33
20748,oak_leaves,12
20749,oak_leaves,26
20750,oak_leaves,24
20751,oak_leaves,11
20752,oak_leaves,20
20753,oak_leaves,10
20754,oak_leaves,16
20755,oak_leaves,13
20756,oak_leaves,19
20757,oak_leaves,11
20758,oak_leaves,19
20759,oak_leaves,17
20760,oak_leaves,22
20761,oak_leaves,29
20762,oak_leaves,16
20763,oak_leaves,19
20764,oak_leaves,14
20765,oak_leaves,20
20766,oak_leaves,15
20767,oak_leaves,18
20768,oak_leaves,20
20769,oak_leaves,13
20770,oak_leaves,12
20771,oak_leaves,25
20772,oak_leaves,13
20773,oak_leaves,25
20774,oak_leaves,20
20775,oak_leaves,28
20776,oak_leaves,14
20777,oak_leaves,17
20778,oak_leaves,21
20779,oak_leaves,18
20780,oak_leaves,37
20781,oak_leaves,32
20782,oak_leaves,29
20783,oak_leaves,19
20784,oak_leaves,21
20785,oak_leaves,15
20786,oak_leaves,22
20787,oak_leaves,16
20788,oak_leaves,22
20789,oak_leaves,29
20790,oak_leaves,16
20791,oak_leaves,18
20792,oak_leaves,18
20793,oak_leaves,21
20794,oak_leaves,16
20795,oak_leaves,21
20796,oak_leaves,25
20797,oak_leaves,32
20798,oak_leaves,21
20799,oak_leaves,19
20800,oak_leaves,25
20801,oak_leaves,10
20802,oak_leaves,12
20803,oak_leaves,25
20804,oak_leaves,21
20805,oak_leaves,30
20806,oak_leaves,18
20807,oak_leaves,37
20808,oak_leaves,11
20809,oak_leaves,14
20810,oak_leaves,26
20811,oak_leaves,13
20812,oak_leaves,13
20813,oak_leaves,27
20814,oak_leaves,12
20815,oak_leaves,28
20816,oak_leaves,18
20817,oak_leaves,21
20818,oak_leaves,26
20819,oak_leaves,25
20820,oak_leaves,26
20821,oak_leaves,16
20822,oak_leaves,12
20823,oak_leaves,27
20824,oak_leaves,8
20825,oak_leaves,20
20826,oak_leaves,13
20827,oak_leaves,23
20828,oak_leaves,8
20829,oak_leaves,17
20830,oak_leaves,26
20831,oak_leaves,20
20832,oak_leaves,20
20833,oak_leaves,29
20834,oak_leaves,15
20835,oak_leaves,18
20836,oak_leaves,30
20837,oak_leaves,15
20838,oak_leaves,13
20839,oak_leaves,30
20840,oak_leaves,18
20841,oak_leaves,14
20842,oak_leaves,15
20843,oak_leaves,38
20844,oak_leaves,19
20845,oak_leaves,19
20846,oak_leaves,19
20847,oak_leaves,24
20848,oak_leaves,31
20849,oak_leaves,16
